indicator_id,project_name,task_name,indicator_name,year,target_value,source_sheet,source_excel_row
ind_959cef5090,1. 인력양성,1-4. 반도체 단독형,03. 지역 외(수도권 제외) 취업자 수,2025,14,2026,73
ind_959cef5090,1. 인력양성,1-4. 반도체 단독형,03. 지역 외(수도권 제외) 취업자 수,2026,15,2026,73
ind_959cef5090,1. 인력양성,1-4. 반도체 단독형,03. 지역 외(수도권 제외) 취업자 수,2027,16,2026,73
ind_959cef5090,1. 인력양성,1-4. 반도체 단독형,03. 지역 외(수도권 제외) 취업자 수,2028,17,2026,73
ind_959cef5090,1. 인력양성,1-4. 반도체 단독형,03. 지역 외(수도권 제외) 취업자 수,2029,18,2026,73
ind_68795755bd,1. 인력양성,1-4. 반도체 단독형,05. 지역 외 4주 이상 8주 미만 표준현장실습 참여 학생 수,2025,1,2026,76
ind_68795755bd,1. 인력양성,1-4. 반도체 단독형,05. 지역 외 4주 이상 8주 미만 표준현장실습 참여 학생 수,2026,1,2026,76
ind_68795755bd,1. 인력양성,1-4. 반도체 단독형,05. 지역 외 4주 이상 8주 미만 표준현장실습 참여 학생 수,2027,1,2026,76
ind_68795755bd,1. 인력양성,1-4. 반도체 단독형,05. 지역 외 4주 이상 8주 미만 표준현장실습 참여 학생 수,2028,1,2026,76
ind_68795755bd,1. 인력양성,1-4. 반도체 단독형,05. 지역 외 4주 이상 8주 미만 표준현장실습 참여 학생 수,2029,1,2026,76
ind_ea41ba272e,1. 인력양성,1-4. 반도체 단독형,05. 지역 내 4주 이상 8주 미만 표준현장실습 참여 학생 수,2025,1,2026,77
ind_ea41ba272e,1. 인력양성,1-4. 반도체 단독형,05. 지역 내 4주 이상 8주 미만 표준현장실습 참여 학생 수,2026,2,2026,77
ind_ea41ba272e,1. 인력양성,1-4. 반도체 단독형,05. 지역 내 4주 이상 8주 미만 표준현장실습 참여 학생 수,2027,3,2026,77
ind_ea41ba272e,1. 인력양성,1-4. 반도체 단독형,05. 지역 내 4주 이상 8주 미만 표준현장실습 참여 학생 수,2028,4,2026,77
ind_ea41ba272e,1. 인력양성,1-4. 반도체 단독형,05. 지역 내 4주 이상 8주 미만 표준현장실습 참여 학생 수,2029,5,2026,77
ind_253ac25950,1. 인력양성,1-4. 반도체 단독형,06. 지역 외 8주 이상 12주 미만 표준현장실습 참여 학생 수,2025,5,2026,78
ind_253ac25950,1. 인력양성,1-4. 반도체 단독형,06. 지역 외 8주 이상 12주 미만 표준현장실습 참여 학생 수,2026,5,2026,78
ind_253ac25950,1. 인력양성,1-4. 반도체 단독형,06. 지역 외 8주 이상 12주 미만 표준현장실습 참여 학생 수,2027,5,2026,78
ind_253ac25950,1. 인력양성,1-4. 반도체 단독형,06. 지역 외 8주 이상 12주 미만 표준현장실습 참여 학생 수,2028,5,2026,78
ind_253ac25950,1. 인력양성,1-4. 반도체 단독형,06. 지역 외 8주 이상 12주 미만 표준현장실습 참여 학생 수,2029,5,2026,78
ind_d0718304f0,1. 인력양성,1-4. 반도체 단독형,06. 지역 내 8주 이상 12주 미만 표준현장실습 참여 학생 수,2025,2,2026,79
ind_d0718304f0,1. 인력양성,1-4. 반도체 단독형,06. 지역 내 8주 이상 12주 미만 표준현장실습 참여 학생 수,2026,3,2026,79
ind_d0718304f0,1. 인력양성,1-4. 반도체 단독형,06. 지역 내 8주 이상 12주 미만 표준현장실습 참여 학생 수,2027,4,2026,79
ind_d0718304f0,1. 인력양성,1-4. 반도체 단독형,06. 지역 내 8주 이상 12주 미만 표준현장실습 참여 학생 수,2028,5,2026,79
ind_d0718304f0,1. 인력양성,1-4. 반도체 단독형,06. 지역 내 8주 이상 12주 미만 표준현장실습 참여 학생 수,2029,6,2026,79
ind_c002216173,1. 인력양성,1-4. 반도체 단독형,07. 지역 외 12주 이상 표준현장실습 참여 학생 수,2025,5,2026,80
ind_c002216173,1. 인력양성,1-4. 반도체 단독형,07. 지역 외 12주 이상 표준현장실습 참여 학생 수,2026,5,2026,80
ind_c002216173,1. 인력양성,1-4. 반도체 단독형,07. 지역 외 12주 이상 표준현장실습 참여 학생 수,2027,5,2026,80
ind_c002216173,1. 인력양성,1-4. 반도체 단독형,07. 지역 외 12주 이상 표준현장실습 참여 학생 수,2028,5,2026,80
ind_c002216173,1. 인력양성,1-4. 반도체 단독형,07. 지역 외 12주 이상 표준현장실습 참여 학생 수,2029,5,2026,80
ind_ed38e2ce36,1. 인력양성,1-4. 반도체 단독형,07. 지역 내 12주 이상 표준현장실습 참여 학생 수,2025,1,2026,81
ind_ed38e2ce36,1. 인력양성,1-4. 반도체 단독형,07. 지역 내 12주 이상 표준현장실습 참여 학생 수,2026,2,2026,81
ind_ed38e2ce36,1. 인력양성,1-4. 반도체 단독형,07. 지역 내 12주 이상 표준현장실습 참여 학생 수,2027,3,2026,81
ind_ed38e2ce36,1. 인력양성,1-4. 반도체 단독형,07. 지역 내 12주 이상 표준현장실습 참여 학생 수,2028,4,2026,81
ind_ed38e2ce36,1. 인력양성,1-4. 반도체 단독형,07. 지역 내 12주 이상 표준현장실습 참여 학생 수,2029,5,2026,81
ind_d2b94234dc,1. 인력양성,1-4. 반도체 단독형,08. 표준현장실습 참여자 중 실습기업 취업자 수,2025,1,2026,82
ind_d2b94234dc,1. 인력양성,1-4. 반도체 단독형,08. 표준현장실습 참여자 중 실습기업 취업자 수,2026,1,2026,82
ind_d2b94234dc,1. 인력양성,1-4. 반도체 단독형,08. 표준현장실습 참여자 중 실습기업 취업자 수,2027,2,2026,82
ind_d2b94234dc,1. 인력양성,1-4. 반도체 단독형,08. 표준현장실습 참여자 중 실습기업 취업자 수,2028,2,2026,82
ind_d2b94234dc,1. 인력양성,1-4. 반도체 단독형,08. 표준현장실습 참여자 중 실습기업 취업자 수,2029,3,2026,82
ind_b5b9c0a14b,1. 인력양성,1-4. 반도체 단독형,(신규) 대학 전체 재학생 수,2025,7950,2026,83
ind_b5b9c0a14b,1. 인력양성,1-4. 반도체 단독형,(신규) 대학 전체 재학생 수,2026,7950,2026,83
ind_b5b9c0a14b,1. 인력양성,1-4. 반도체 단독형,(신규) 대학 전체 재학생 수,2027,7990,2026,83
ind_b5b9c0a14b,1. 인력양성,1-4. 반도체 단독형,(신규) 대학 전체 재학생 수,2028,8030,2026,83
ind_b5b9c0a14b,1. 인력양성,1-4. 반도체 단독형,(신규) 대학 전체 재학생 수,2029,8070,2026,83
ind_958245e113,1. 인력양성,1-4. 반도체 단독형,10. 지역고교생 참여 프로그램 이수자 수,2025,40,2026,85
ind_958245e113,1. 인력양성,1-4. 반도체 단독형,10. 지역고교생 참여 프로그램 이수자 수,2026,45,2026,85
ind_958245e113,1. 인력양성,1-4. 반도체 단독형,10. 지역고교생 참여 프로그램 이수자 수,2027,50,2026,85
ind_958245e113,1. 인력양성,1-4. 반도체 단독형,10. 지역고교생 참여 프로그램 이수자 수,2028,55,2026,85
ind_958245e113,1. 인력양성,1-4. 반도체 단독형,10. 지역고교생 참여 프로그램 이수자 수,2029,60,2026,85
ind_0b5ce22be7,1. 인력양성,1-4. 반도체 단독형,11. 지역고교생 입학자 수,2025,2,2026,86
ind_0b5ce22be7,1. 인력양성,1-4. 반도체 단독형,11. 지역고교생 입학자 수,2026,3,2026,86
ind_0b5ce22be7,1. 인력양성,1-4. 반도체 단독형,11. 지역고교생 입학자 수,2027,4,2026,86
ind_0b5ce22be7,1. 인력양성,1-4. 반도체 단독형,11. 지역고교생 입학자 수,2028,5,2026,86
ind_0b5ce22be7,1. 인력양성,1-4. 반도체 단독형,11. 지역고교생 입학자 수,2029,6,2026,86
ind_795943b0e2,1. 인력양성,1-4. 반도체 단독형,01. 지산학연 특화 교수법 운영 실적,2025,4.4,2026,87
ind_795943b0e2,1. 인력양성,1-4. 반도체 단독형,01. 지산학연 특화 교수법 운영 실적,2026,6.6,2026,87
ind_795943b0e2,1. 인력양성,1-4. 반도체 단독형,01. 지산학연 특화 교수법 운영 실적,2027,8.8,2026,87
ind_795943b0e2,1. 인력양성,1-4. 반도체 단독형,01. 지산학연 특화 교수법 운영 실적,2028,11,2026,87
ind_795943b0e2,1. 인력양성,1-4. 반도체 단독형,01. 지산학연 특화 교수법 운영 실적,2029,13.2,2026,87
ind_de1888c79f,1. 인력양성,1-4. 반도체 단독형,02. 교육과정 개발 실적,2025,1,2026,90
ind_de1888c79f,1. 인력양성,1-4. 반도체 단독형,02. 교육과정 개발 실적,2026,3.1,2026,90
ind_de1888c79f,1. 인력양성,1-4. 반도체 단독형,02. 교육과정 개발 실적,2027,5.5,2026,90
ind_de1888c79f,1. 인력양성,1-4. 반도체 단독형,02. 교육과정 개발 실적,2028,7.2,2026,90
ind_de1888c79f,1. 인력양성,1-4. 반도체 단독형,02. 교육과정 개발 실적,2029,9.6,2026,90
ind_4a61b68079,1. 인력양성,1-4. 반도체 단독형,03. 캡스톤디자인 이수학생 수,2025,421,2026,93
ind_4a61b68079,1. 인력양성,1-4. 반도체 단독형,03. 캡스톤디자인 이수학생 수,2026,430,2026,93
ind_4a61b68079,1. 인력양성,1-4. 반도체 단독형,03. 캡스톤디자인 이수학생 수,2027,440,2026,93
ind_4a61b68079,1. 인력양성,1-4. 반도체 단독형,03. 캡스톤디자인 이수학생 수,2028,450,2026,93
ind_4a61b68079,1. 인력양성,1-4. 반도체 단독형,03. 캡스톤디자인 이수학생 수,2029,460,2026,93
ind_30c5a97f53,1. 인력양성,2-1. 충주시,02. 지역 내 취업자 수,2025,150,2026,98
ind_30c5a97f53,1. 인력양성,2-1. 충주시,02. 지역 내 취업자 수,2026,152,2026,98
ind_30c5a97f53,1. 인력양성,2-1. 충주시,02. 지역 내 취업자 수,2027,154,2026,98
ind_30c5a97f53,1. 인력양성,2-1. 충주시,02. 지역 내 취업자 수,2028,156,2026,98
ind_30c5a97f53,1. 인력양성,2-1. 충주시,02. 지역 내 취업자 수,2029,158,2026,98
ind_19db8e7961,1. 인력양성,2-1. 충주시,03. 지역 외(수도권 제외) 취업자 수,2025,360,2026,99
ind_19db8e7961,1. 인력양성,2-1. 충주시,03. 지역 외(수도권 제외) 취업자 수,2026,361,2026,99
ind_19db8e7961,1. 인력양성,2-1. 충주시,03. 지역 외(수도권 제외) 취업자 수,2027,362,2026,99
ind_19db8e7961,1. 인력양성,2-1. 충주시,03. 지역 외(수도권 제외) 취업자 수,2028,363,2026,99
ind_19db8e7961,1. 인력양성,2-1. 충주시,03. 지역 외(수도권 제외) 취업자 수,2029,364,2026,99
ind_38aa05c190,1. 인력양성,2-1. 충주시,05. 지역 외 4주 이상 8주 미만 표준현장실습 참여 학생 수,2025,7,2026,102
ind_38aa05c190,1. 인력양성,2-1. 충주시,05. 지역 외 4주 이상 8주 미만 표준현장실습 참여 학생 수,2026,7,2026,102
ind_38aa05c190,1. 인력양성,2-1. 충주시,05. 지역 외 4주 이상 8주 미만 표준현장실습 참여 학생 수,2027,7,2026,102
ind_38aa05c190,1. 인력양성,2-1. 충주시,05. 지역 외 4주 이상 8주 미만 표준현장실습 참여 학생 수,2028,7,2026,102
ind_38aa05c190,1. 인력양성,2-1. 충주시,05. 지역 외 4주 이상 8주 미만 표준현장실습 참여 학생 수,2029,7,2026,102
ind_c004df1e7e,1. 인력양성,2-1. 충주시,05. 지역 내 4주 이상 8주 미만 표준현장실습 참여 학생 수,2025,2,2026,103
ind_c004df1e7e,1. 인력양성,2-1. 충주시,05. 지역 내 4주 이상 8주 미만 표준현장실습 참여 학생 수,2026,3,2026,103
ind_c004df1e7e,1. 인력양성,2-1. 충주시,05. 지역 내 4주 이상 8주 미만 표준현장실습 참여 학생 수,2027,4,2026,103
ind_c004df1e7e,1. 인력양성,2-1. 충주시,05. 지역 내 4주 이상 8주 미만 표준현장실습 참여 학생 수,2028,5,2026,103
ind_c004df1e7e,1. 인력양성,2-1. 충주시,05. 지역 내 4주 이상 8주 미만 표준현장실습 참여 학생 수,2029,6,2026,103
ind_4b6783110c,1. 인력양성,2-1. 충주시,06. 지역 외 8주 이상 12주 미만 표준현장실습 참여 학생 수,2025,23,2026,104
ind_4b6783110c,1. 인력양성,2-1. 충주시,06. 지역 외 8주 이상 12주 미만 표준현장실습 참여 학생 수,2026,23,2026,104
ind_4b6783110c,1. 인력양성,2-1. 충주시,06. 지역 외 8주 이상 12주 미만 표준현장실습 참여 학생 수,2027,23,2026,104
ind_4b6783110c,1. 인력양성,2-1. 충주시,06. 지역 외 8주 이상 12주 미만 표준현장실습 참여 학생 수,2028,23,2026,104
ind_4b6783110c,1. 인력양성,2-1. 충주시,06. 지역 외 8주 이상 12주 미만 표준현장실습 참여 학생 수,2029,23,2026,104
ind_6e381457e1,1. 인력양성,2-1. 충주시,06. 지역 내 8주 이상 12주 미만 표준현장실습 참여 학생 수,2025,8,2026,105
ind_6e381457e1,1. 인력양성,2-1. 충주시,06. 지역 내 8주 이상 12주 미만 표준현장실습 참여 학생 수,2026,9,2026,105
ind_6e381457e1,1. 인력양성,2-1. 충주시,06. 지역 내 8주 이상 12주 미만 표준현장실습 참여 학생 수,2027,10,2026,105
ind_6e381457e1,1. 인력양성,2-1. 충주시,06. 지역 내 8주 이상 12주 미만 표준현장실습 참여 학생 수,2028,11,2026,105
ind_6e381457e1,1. 인력양성,2-1. 충주시,06. 지역 내 8주 이상 12주 미만 표준현장실습 참여 학생 수,2029,12,2026,105
ind_fdf498da2a,1. 인력양성,2-1. 충주시,07. 지역 외 12주 이상 표준현장실습 참여 학생 수,2025,22,2026,106
ind_fdf498da2a,1. 인력양성,2-1. 충주시,07. 지역 외 12주 이상 표준현장실습 참여 학생 수,2026,22,2026,106
ind_fdf498da2a,1. 인력양성,2-1. 충주시,07. 지역 외 12주 이상 표준현장실습 참여 학생 수,2027,22,2026,106
ind_fdf498da2a,1. 인력양성,2-1. 충주시,07. 지역 외 12주 이상 표준현장실습 참여 학생 수,2028,22,2026,106
ind_fdf498da2a,1. 인력양성,2-1. 충주시,07. 지역 외 12주 이상 표준현장실습 참여 학생 수,2029,22,2026,106
ind_557b79eb0b,1. 인력양성,2-1. 충주시,07. 지역 내 12주 이상 표준현장실습 참여 학생 수,2025,8,2026,107
ind_557b79eb0b,1. 인력양성,2-1. 충주시,07. 지역 내 12주 이상 표준현장실습 참여 학생 수,2026,9,2026,107
ind_557b79eb0b,1. 인력양성,2-1. 충주시,07. 지역 내 12주 이상 표준현장실습 참여 학생 수,2027,10,2026,107
ind_557b79eb0b,1. 인력양성,2-1. 충주시,07. 지역 내 12주 이상 표준현장실습 참여 학생 수,2028,11,2026,107
ind_557b79eb0b,1. 인력양성,2-1. 충주시,07. 지역 내 12주 이상 표준현장실습 참여 학생 수,2029,12,2026,107
ind_c6a7bb7d9b,1. 인력양성,2-1. 충주시,08. 표준현장실습 참여자 중 실습기업 취업자 수,2025,1,2026,108
ind_c6a7bb7d9b,1. 인력양성,2-1. 충주시,08. 표준현장실습 참여자 중 실습기업 취업자 수,2026,1,2026,108
ind_c6a7bb7d9b,1. 인력양성,2-1. 충주시,08. 표준현장실습 참여자 중 실습기업 취업자 수,2027,2,2026,108
ind_c6a7bb7d9b,1. 인력양성,2-1. 충주시,08. 표준현장실습 참여자 중 실습기업 취업자 수,2028,2,2026,108
ind_c6a7bb7d9b,1. 인력양성,2-1. 충주시,08. 표준현장실습 참여자 중 실습기업 취업자 수,2029,3,2026,108
ind_5d93644893,1. 인력양성,2-1. 충주시,(신규) 대학 전체 재학생 수,2025,7950,2026,109
ind_5d93644893,1. 인력양성,2-1. 충주시,(신규) 대학 전체 재학생 수,2026,7950,2026,109
ind_5d93644893,1. 인력양성,2-1. 충주시,(신규) 대학 전체 재학생 수,2027,7990,2026,109
ind_5d93644893,1. 인력양성,2-1. 충주시,(신규) 대학 전체 재학생 수,2028,8030,2026,109
ind_5d93644893,1. 인력양성,2-1. 충주시,(신규) 대학 전체 재학생 수,2029,8070,2026,109
ind_07cf0e5504,1. 인력양성,2-1. 충주시,10. 지역고교생 참여 프로그램 이수자 수,2025,200,2026,111
ind_07cf0e5504,1. 인력양성,2-1. 충주시,10. 지역고교생 참여 프로그램 이수자 수,2026,210,2026,111
ind_07cf0e5504,1. 인력양성,2-1. 충주시,10. 지역고교생 참여 프로그램 이수자 수,2027,220,2026,111
ind_07cf0e5504,1. 인력양성,2-1. 충주시,10. 지역고교생 참여 프로그램 이수자 수,2028,230,2026,111
ind_07cf0e5504,1. 인력양성,2-1. 충주시,10. 지역고교생 참여 프로그램 이수자 수,2029,240,2026,111
ind_4730e72b07,1. 인력양성,2-1. 충주시,11. 지역고교생 입학자 수,2025,20,2026,112
ind_4730e72b07,1. 인력양성,2-1. 충주시,11. 지역고교생 입학자 수,2026,21,2026,112
ind_4730e72b07,1. 인력양성,2-1. 충주시,11. 지역고교생 입학자 수,2027,22,2026,112
ind_4730e72b07,1. 인력양성,2-1. 충주시,11. 지역고교생 입학자 수,2028,23,2026,112
ind_4730e72b07,1. 인력양성,2-1. 충주시,11. 지역고교생 입학자 수,2029,24,2026,112
ind_3345f8998b,1. 인력양성,2-1. 충주시,01. 지역 정주형 취업역량 강화 실적,2025,3329,2026,113
ind_3345f8998b,1. 인력양성,2-1. 충주시,01. 지역 정주형 취업역량 강화 실적,2026,3495,2026,113
ind_3345f8998b,1. 인력양성,2-1. 충주시,01. 지역 정주형 취업역량 강화 실적,2027,3670,2026,113
ind_3345f8998b,1. 인력양성,2-1. 충주시,01. 지역 정주형 취업역량 강화 실적,2028,3850,2026,113
ind_3345f8998b,1. 인력양성,2-1. 충주시,01. 지역 정주형 취업역량 강화 실적,2029,4050,2026,113
ind_d3b27222a8,1. 인력양성,2-1. 충주시,02. 시군특화 산업 인재양성 프로그램 실적,2025,43,2026,116
ind_d3b27222a8,1. 인력양성,2-1. 충주시,02. 시군특화 산업 인재양성 프로그램 실적,2026,48.1,2026,116
ind_d3b27222a8,1. 인력양성,2-1. 충주시,02. 시군특화 산업 인재양성 프로그램 실적,2027,52.5,2026,116
ind_d3b27222a8,1. 인력양성,2-1. 충주시,02. 시군특화 산업 인재양성 프로그램 실적,2028,56.9,2026,116
ind_d3b27222a8,1. 인력양성,2-1. 충주시,02. 시군특화 산업 인재양성 프로그램 실적,2029,62,2026,116
ind_a374eea002,1. 인력양성,2-1. 충주시,03. 지산학연 공유·협업 기반의 포럼·세미나·교류회·업무협약 등 활동 실적,2025,183.2,2026,119
ind_a374eea002,1. 인력양성,2-1. 충주시,03. 지산학연 공유·협업 기반의 포럼·세미나·교류회·업무협약 등 활동 실적,2026,193.1,2026,119
ind_a374eea002,1. 인력양성,2-1. 충주시,03. 지산학연 공유·협업 기반의 포럼·세미나·교류회·업무협약 등 활동 실적,2027,201.8,2026,119
ind_a374eea002,1. 인력양성,2-1. 충주시,03. 지산학연 공유·협업 기반의 포럼·세미나·교류회·업무협약 등 활동 실적,2028,212,2026,119
ind_a374eea002,1. 인력양성,2-1. 충주시,03. 지산학연 공유·협업 기반의 포럼·세미나·교류회·업무협약 등 활동 실적,2029,222.2,2026,119
ind_ca264ae355,1. 인력양성,2-2. 증평군,02. 지역 내 취업자 수,2025,22,2026,124
ind_ca264ae355,1. 인력양성,2-2. 증평군,02. 지역 내 취업자 수,2026,23,2026,124
ind_ca264ae355,1. 인력양성,2-2. 증평군,02. 지역 내 취업자 수,2027,24,2026,124
ind_ca264ae355,1. 인력양성,2-2. 증평군,02. 지역 내 취업자 수,2028,25,2026,124
ind_ca264ae355,1. 인력양성,2-2. 증평군,02. 지역 내 취업자 수,2029,26,2026,124
ind_2baa0627b1,1. 인력양성,2-2. 증평군,03. 지역 외(수도권 제외) 취업자 수,2025,53,2026,125
ind_2baa0627b1,1. 인력양성,2-2. 증평군,03. 지역 외(수도권 제외) 취업자 수,2026,54,2026,125
ind_2baa0627b1,1. 인력양성,2-2. 증평군,03. 지역 외(수도권 제외) 취업자 수,2027,55,2026,125
ind_2baa0627b1,1. 인력양성,2-2. 증평군,03. 지역 외(수도권 제외) 취업자 수,2028,56,2026,125
ind_2baa0627b1,1. 인력양성,2-2. 증평군,03. 지역 외(수도권 제외) 취업자 수,2029,57,2026,125
ind_c07e9cea98,1. 인력양성,2-2. 증평군,05. 지역 외 4주 이상 8주 미만 표준현장실습 참여 학생 수,2025,1,2026,128
ind_c07e9cea98,1. 인력양성,2-2. 증평군,05. 지역 외 4주 이상 8주 미만 표준현장실습 참여 학생 수,2026,1,2026,128
ind_c07e9cea98,1. 인력양성,2-2. 증평군,05. 지역 외 4주 이상 8주 미만 표준현장실습 참여 학생 수,2027,1,2026,128
ind_c07e9cea98,1. 인력양성,2-2. 증평군,05. 지역 외 4주 이상 8주 미만 표준현장실습 참여 학생 수,2028,1,2026,128
ind_c07e9cea98,1. 인력양성,2-2. 증평군,05. 지역 외 4주 이상 8주 미만 표준현장실습 참여 학생 수,2029,1,2026,128
ind_0417250b7a,1. 인력양성,2-2. 증평군,05. 지역 내 4주 이상 8주 미만 표준현장실습 참여 학생 수,2025,1,2026,129
ind_0417250b7a,1. 인력양성,2-2. 증평군,05. 지역 내 4주 이상 8주 미만 표준현장실습 참여 학생 수,2026,2,2026,129
ind_0417250b7a,1. 인력양성,2-2. 증평군,05. 지역 내 4주 이상 8주 미만 표준현장실습 참여 학생 수,2027,3,2026,129
ind_0417250b7a,1. 인력양성,2-2. 증평군,05. 지역 내 4주 이상 8주 미만 표준현장실습 참여 학생 수,2028,4,2026,129
ind_0417250b7a,1. 인력양성,2-2. 증평군,05. 지역 내 4주 이상 8주 미만 표준현장실습 참여 학생 수,2029,5,2026,129
ind_523ebc0949,1. 인력양성,2-2. 증평군,06. 지역 외 8주 이상 12주 미만 표준현장실습 참여 학생 수,2025,5,2026,130
ind_523ebc0949,1. 인력양성,2-2. 증평군,06. 지역 외 8주 이상 12주 미만 표준현장실습 참여 학생 수,2026,5,2026,130
ind_523ebc0949,1. 인력양성,2-2. 증평군,06. 지역 외 8주 이상 12주 미만 표준현장실습 참여 학생 수,2027,5,2026,130
ind_523ebc0949,1. 인력양성,2-2. 증평군,06. 지역 외 8주 이상 12주 미만 표준현장실습 참여 학생 수,2028,5,2026,130
ind_523ebc0949,1. 인력양성,2-2. 증평군,06. 지역 외 8주 이상 12주 미만 표준현장실습 참여 학생 수,2029,5,2026,130
ind_b881da94d7,1. 인력양성,2-2. 증평군,06. 지역 내 8주 이상 12주 미만 표준현장실습 참여 학생 수,2025,1,2026,131
ind_b881da94d7,1. 인력양성,2-2. 증평군,06. 지역 내 8주 이상 12주 미만 표준현장실습 참여 학생 수,2026,2,2026,131
ind_b881da94d7,1. 인력양성,2-2. 증평군,06. 지역 내 8주 이상 12주 미만 표준현장실습 참여 학생 수,2027,3,2026,131
ind_b881da94d7,1. 인력양성,2-2. 증평군,06. 지역 내 8주 이상 12주 미만 표준현장실습 참여 학생 수,2028,4,2026,131
ind_b881da94d7,1. 인력양성,2-2. 증평군,06. 지역 내 8주 이상 12주 미만 표준현장실습 참여 학생 수,2029,5,2026,131
ind_cc950d9bb8,1. 인력양성,2-2. 증평군,07. 지역 외 12주 이상 표준현장실습 참여 학생 수,2025,5,2026,132
ind_cc950d9bb8,1. 인력양성,2-2. 증평군,07. 지역 외 12주 이상 표준현장실습 참여 학생 수,2026,5,2026,132
ind_cc950d9bb8,1. 인력양성,2-2. 증평군,07. 지역 외 12주 이상 표준현장실습 참여 학생 수,2027,5,2026,132
ind_cc950d9bb8,1. 인력양성,2-2. 증평군,07. 지역 외 12주 이상 표준현장실습 참여 학생 수,2028,5,2026,132
ind_cc950d9bb8,1. 인력양성,2-2. 증평군,07. 지역 외 12주 이상 표준현장실습 참여 학생 수,2029,5,2026,132
ind_c690eb2bee,1. 인력양성,2-2. 증평군,07. 지역 내 12주 이상 표준현장실습 참여 학생 수,2025,1,2026,133
ind_c690eb2bee,1. 인력양성,2-2. 증평군,07. 지역 내 12주 이상 표준현장실습 참여 학생 수,2026,2,2026,133
ind_c690eb2bee,1. 인력양성,2-2. 증평군,07. 지역 내 12주 이상 표준현장실습 참여 학생 수,2027,3,2026,133
ind_c690eb2bee,1. 인력양성,2-2. 증평군,07. 지역 내 12주 이상 표준현장실습 참여 학생 수,2028,4,2026,133
ind_c690eb2bee,1. 인력양성,2-2. 증평군,07. 지역 내 12주 이상 표준현장실습 참여 학생 수,2029,5,2026,133
ind_cd768dd4e6,1. 인력양성,2-2. 증평군,08. 표준현장실습 참여자 중 실습기업 취업자 수,2025,1,2026,134
ind_cd768dd4e6,1. 인력양성,2-2. 증평군,08. 표준현장실습 참여자 중 실습기업 취업자 수,2026,1,2026,134
ind_cd768dd4e6,1. 인력양성,2-2. 증평군,08. 표준현장실습 참여자 중 실습기업 취업자 수,2027,2,2026,134
ind_cd768dd4e6,1. 인력양성,2-2. 증평군,08. 표준현장실습 참여자 중 실습기업 취업자 수,2028,2,2026,134
ind_cd768dd4e6,1. 인력양성,2-2. 증평군,08. 표준현장실습 참여자 중 실습기업 취업자 수,2029,3,2026,134
ind_f505e21427,1. 인력양성,2-2. 증평군,(신규) 대학 전체 재학생 수,2025,7950,2026,135
ind_f505e21427,1. 인력양성,2-2. 증평군,(신규) 대학 전체 재학생 수,2026,7950,2026,135
ind_f505e21427,1. 인력양성,2-2. 증평군,(신규) 대학 전체 재학생 수,2027,7990,2026,135
ind_f505e21427,1. 인력양성,2-2. 증평군,(신규) 대학 전체 재학생 수,2028,8030,2026,135
ind_f505e21427,1. 인력양성,2-2. 증평군,(신규) 대학 전체 재학생 수,2029,8070,2026,135
ind_8eef0310be,1. 인력양성,2-2. 증평군,10. 지역고교생 참여 프로그램 이수자 수,2025,100,2026,137
ind_8eef0310be,1. 인력양성,2-2. 증평군,10. 지역고교생 참여 프로그램 이수자 수,2026,110,2026,137
ind_8eef0310be,1. 인력양성,2-2. 증평군,10. 지역고교생 참여 프로그램 이수자 수,2027,120,2026,137
ind_8eef0310be,1. 인력양성,2-2. 증평군,10. 지역고교생 참여 프로그램 이수자 수,2028,130,2026,137
ind_8eef0310be,1. 인력양성,2-2. 증평군,10. 지역고교생 참여 프로그램 이수자 수,2029,140,2026,137
ind_ec1d539117,1. 인력양성,2-2. 증평군,11. 지역고교생 입학자 수,2025,10,2026,138
ind_ec1d539117,1. 인력양성,2-2. 증평군,11. 지역고교생 입학자 수,2026,11,2026,138
ind_ec1d539117,1. 인력양성,2-2. 증평군,11. 지역고교생 입학자 수,2027,12,2026,138
ind_ec1d539117,1. 인력양성,2-2. 증평군,11. 지역고교생 입학자 수,2028,13,2026,138
ind_ec1d539117,1. 인력양성,2-2. 증평군,11. 지역고교생 입학자 수,2029,14,2026,138
ind_fcca3fe833,1. 인력양성,2-2. 증평군,01. 지역 정주형 취업역량 강화 실적,2025,969,2026,139
ind_fcca3fe833,1. 인력양성,2-2. 증평군,01. 지역 정주형 취업역량 강화 실적,2026,1020,2026,139
ind_fcca3fe833,1. 인력양성,2-2. 증평군,01. 지역 정주형 취업역량 강화 실적,2027,1070,2026,139
ind_fcca3fe833,1. 인력양성,2-2. 증평군,01. 지역 정주형 취업역량 강화 실적,2028,1120,2026,139
ind_fcca3fe833,1. 인력양성,2-2. 증평군,01. 지역 정주형 취업역량 강화 실적,2029,1180,2026,139
ind_67f1003083,1. 인력양성,2-2. 증평군,02. 시군특화 산업 인재양성 프로그램 실적,2025,20.1,2026,142
ind_67f1003083,1. 인력양성,2-2. 증평군,02. 시군특화 산업 인재양성 프로그램 실적,2026,24.5,2026,142
ind_67f1003083,1. 인력양성,2-2. 증평군,02. 시군특화 산업 인재양성 프로그램 실적,2027,28.9,2026,142
ind_67f1003083,1. 인력양성,2-2. 증평군,02. 시군특화 산업 인재양성 프로그램 실적,2028,33.3,2026,142
