indicator_id,project_name,task_name,indicator_name,year,actual_value,target_value,achievement_rate,value_source,source_sheet,source_excel_row
ind_a45aabad04,2. 공동연구센터,AI첨단제조,01. 공동연구센터 운영 실적,2025,0,5,,EXCEL_2026_AH_COLUMN,2026,287
ind_8c1d0f31bd,2. 공동연구센터,AI첨단제조,2. 공동연구센터 특화 프로그램 운영 수,2025,0,0,,EXCEL_2026_AH_COLUMN,2026,288
ind_66ae0b930c,2. 공동연구센터,AI첨단제조,기업지원 활동 건수,2025,6,0,,EXCEL_2026_AH_COLUMN,2026,289
ind_9bbbcc0c0b,2. 공동연구센터,AI첨단제조,타 센터 및 기관과의 협업 활동 건수,2025,0,0,,EXCEL_2026_AH_COLUMN,2026,290
ind_e10845a474,2. 공동연구센터,AI첨단제조,02. 공용장비 확산 지수,2025,6.5,6,,EXCEL_2026_AH_COLUMN,2026,291
ind_2ec26fc92f,2. 공동연구센터,AI첨단제조,공동활용 연구장비 활용 기업 수,2025,5,0,,EXCEL_2026_AH_COLUMN,2026,292
ind_0f41279f26,2. 공동연구센터,AI첨단제조,공동활용 연구장비 관련 교육 건수,2025,1,0,,EXCEL_2026_AH_COLUMN,2026,293
ind_137b9f2e9f,2. 공동연구센터,AI첨단제조,공동활용 연구장비 관련 교육 이수자 수,2025,32,0,,EXCEL_2026_AH_COLUMN,2026,294
ind_c0b858f0bd,2. 공동연구센터,AI첨단제조,03. 지산학연 협력 협의체 운영 지수,2025,0,3,,EXCEL_2026_AH_COLUMN,2026,295
ind_ef55d12bc2,2. 공동연구센터,AI첨단제조,지산학연 관련 협의체 개최 건수,2025,0,0,,EXCEL_2026_AH_COLUMN,2026,296
ind_f4e26e806f,2. 공동연구센터,AI첨단제조,지산학연 관련 협의체 참여자 수,2025,0,0,,EXCEL_2026_AH_COLUMN,2026,297
ind_241fa5ec3e,2.2. 방사광가속기,4세대 방사광 가속기,02. 방사광가속기 연구 관련 학생연구원(학부) 참여자 수,2025,4,2,,EXCEL_2026_AH_COLUMN,2026,304
ind_05375f333e,2.2. 방사광가속기,4세대 방사광 가속기,03. 방사광가속기 연구 관련 학생연구원(석사) 참여자 수,2025,3,1,,EXCEL_2026_AH_COLUMN,2026,305
ind_56cf674201,2.2. 방사광가속기,4세대 방사광 가속기,04. 방사광가속기 연구 관련 학생연구원(박사) 참여자 수,2025,1,1,,EXCEL_2026_AH_COLUMN,2026,306
ind_0f06500385,2.2. 방사광가속기,4세대 방사광 가속기,05. 방사광가속기 관련 석사학위 취득자 수,2025,1,0,,EXCEL_2026_AH_COLUMN,2026,307
ind_a9076a4900,2.2. 방사광가속기,4세대 방사광 가속기,06. 방사광가속기 관련 박사학위 취득자 수,2025,0,0,,EXCEL_2026_AH_COLUMN,2026,308
ind_a204adeab7,2.2. 방사광가속기,4세대 방사광 가속기,01. 방사광가속기 교과목 운영 건수 증가율,2025,0,0,,EXCEL_2026_AH_COLUMN,2026,309
ind_9a6500e4e4,2.2. 방사광가속기,4세대 방사광 가속기,방사광가속기 교과목 운영(개설) 건수,2025,0,0,,EXCEL_2026_AH_COLUMN,2026,310
ind_0ab48663a6,2.2. 방사광가속기,4세대 방사광 가속기,02. 방사광가속기 연구논문 건수 증가율,2025,0,0,,EXCEL_2026_AH_COLUMN,2026,311
ind_43c851a668,2.2. 방사광가속기,4세대 방사광 가속기,방사광가속기와 관련된 교수 1인당 연구논문 게재 건수 (SCI(E)급),2025,0,0,,EXCEL_2026_AH_COLUMN,2026,312
ind_99b445b1ba,2.2. 방사광가속기,4세대 방사광 가속기,방사광가속기와 관련된 교수 1인당 연구논문 게재 건수 (KCI급),2025,1,0,,EXCEL_2026_AH_COLUMN,2026,313
ind_08e42dae0c,2.2. 방사광가속기,4세대 방사광 가속기,03. 방사광가속기 분야 산업체 재직자 교육 증가율,2025,0,0,,EXCEL_2026_AH_COLUMN,2026,314
ind_f65fc3e530,2.2. 방사광가속기,4세대 방사광 가속기,방사광가속기 관련 산업체 재직자 교육 건수,2025,0,0,,EXCEL_2026_AH_COLUMN,2026,315
ind_91d631236c,2.2. 방사광가속기,4세대 방사광 가속기,방사광가속기 관련 산업체 재직자 교육 참여자 수,2025,0,0,,EXCEL_2026_AH_COLUMN,2026,316
ind_8fc0a101fa,3. 평생교육,평생직업교육체계 활성화,02. 고등교육기관 재적자 중 성인 학습자(만 30세 이상)의 수,2025,1119,1063,,EXCEL_2026_AH_COLUMN,2026,318
ind_6497eb38a9,3. 평생교육,평생직업교육체계 활성화,(신규) 고등교육기관 재적자 수,2025,11814,-,,EXCEL_2026_AH_COLUMN,2026,319
ind_751912f4fd,3. 평생교육,평생직업교육체계 활성화,04. 성인 학습자 평생직업교육 학위과정 이수자 수,2025,398,375,,EXCEL_2026_AH_COLUMN,2026,321
ind_4a3f11c4f0,3. 평생교육,평생직업교육체계 활성화,05. 성인 학습자 평생직업교육 비학위과정 이수자 수,2025,494,454,,EXCEL_2026_AH_COLUMN,2026,322
ind_15640418f1,3. 평생교육,평생직업교육체계 활성화,01. 성인학습자(재직자) 교육과정 프로그램 만족도,2025,93.3,91,,EXCEL_2026_AH_COLUMN,2026,324
ind_977ed33e60,3. 평생교육,평생직업교육체계 활성화,02. 성인학습자(재직자) 대상 교육운영 건수,2025,19,14,,EXCEL_2026_AH_COLUMN,2026,325
ind_88b1c19c5a,3. 평생교육,평생직업교육체계 활성화,03. 성인학습자(재직자) 대상 교육 참여산업체 수,2025,213,16,,EXCEL_2026_AH_COLUMN,2026,326
ind_5b2c99531e,4. 지역현안해결,K-유학생,01. 지역혁신체제 만족도,2025,0,70,,EXCEL_2026_AH_COLUMN,2026,327
ind_05db27d396,4. 지역현안해결,K-유학생,사업 참여자 만족도 점수 합계(100점 환산),2025,0,70,,EXCEL_2026_AH_COLUMN,2026,328
ind_f5187c9850,4. 지역현안해결,K-유학생,03. 지역 외 4주 이상 8주 미만 표준현장실습 참여 학생 수,2025,0,0,,EXCEL_2026_AH_COLUMN,2026,332
ind_faf286c2b7,4. 지역현안해결,K-유학생,04. 지역 외 8주 이상 12주 미만 표준현장실습 참여 유학생 수,2025,0,0,,EXCEL_2026_AH_COLUMN,2026,334
ind_5a98b2cebd,4. 지역현안해결,K-유학생,05. 지역 외 12주 이상 표준현장실습 참여 유학생 수,2025,0,0,,EXCEL_2026_AH_COLUMN,2026,336
ind_546479555e,4. 지역현안해결,K-유학생,06. 표준현장실습 참여 유학생 중 실습기업에 취업한 유학생 수,2025,0,0,,EXCEL_2026_AH_COLUMN,2026,338
ind_5930ab4992,4. 지역현안해결,K-유학생,(신규) 대학 전체 유학생 수,2025,35,,,EXCEL_2026_AH_COLUMN,2026,339
ind_bed6101d8b,4. 지역현안해결,K-유학생,01. 유학생 유치 인원 증가율,2025,#DIV/0!,3,,EXCEL_2026_AH_COLUMN,2026,340
ind_892b6ad19a,4. 지역현안해결,K-유학생,02. 유학생 유치 인원,2025,150,158,,EXCEL_2026_AH_COLUMN,2026,341
ind_ded9314790,4. 지역현안해결,K-유학생,03. 유학생 유지 증가율,2025,#DIV/0!,3,,EXCEL_2026_AH_COLUMN,2026,342
ind_d622bf963a,4. 지역현안해결,K-유학생,04. 유학생 유지 인원,2025,141,154,,EXCEL_2026_AH_COLUMN,2026,343
ind_c2140068b2,4. 지역현안해결,생활연구소,01. 지역혁신체제 만족도,2025,0,70,,EXCEL_2026_AH_COLUMN,2026,344
ind_67634eeca4,4. 지역현안해결,생활연구소,사업 참여자 만족도 점수 합계(100점 환산),2025,0,70,,EXCEL_2026_AH_COLUMN,2026,345
ind_f5040aaba8,4. 지역현안해결,생활연구소,03. 정책 반영 건수,2025,1,1,,EXCEL_2026_AH_COLUMN,2026,348
ind_d1d8ec18c5,4. 지역현안해결,생활연구소,04. 정책 반영 및 후속 사업 추진 건수,2025,0,1,,EXCEL_2026_AH_COLUMN,2026,349
ind_920ada96ad,4. 지역현안해결,생활연구소,운영 프로그램의 개수,2025,3,3,,EXCEL_2026_AH_COLUMN,2026,351
ind_4d04e4469d,4. 지역현안해결,생활연구소,02. 충북생활연구소 프로그램 참여시민 만족도,2025,93.89,60,,EXCEL_2026_AH_COLUMN,2026,352
ind_5da1b8e18c,4. 지역현안해결,늘봄,01. 지역혁신체제 만족도,2025,0,70,,EXCEL_2026_AH_COLUMN,2026,353
ind_e6ca2c3ad0,4. 지역현안해결,늘봄,사업 참여자 만족도 점수 합계(100점 환산),2025,0,70,,EXCEL_2026_AH_COLUMN,2026,354
ind_7e036a657b,4. 지역현안해결,늘봄,만족도 참여자 수,2025,146,,,EXCEL_2026_AH_COLUMN,2026,355
ind_ff3f0770b2,4. 지역현안해결,늘봄,03. 늘봄학교 참여자의 학부모 만족도(100점 만점의 평균),2025,93.1,80,,EXCEL_2026_AH_COLUMN,2026,357
ind_b5caf30d26,4. 지역현안해결,늘봄,늘봄학교 만족도 조사 참여자 수,2025,17,,,EXCEL_2026_AH_COLUMN,2026,358
ind_575b06feaf,4. 지역현안해결,늘봄,늘봄강사 취업자 수,2025,0,0,,EXCEL_2026_AH_COLUMN,2026,360
ind_caa1f8f629,4. 지역현안해결,늘봄,늘봄강사 교육과정 이수자 수,2025,34,0,,EXCEL_2026_AH_COLUMN,2026,361
ind_e564edf00d,4. 지역현안해결,늘봄,01. 프로그램 개발 및 고도화 누적 차시,2025,180,150,,EXCEL_2026_AH_COLUMN,2026,362
ind_90c0b39ad3,4. 지역현안해결,늘봄,02. 프로그램 운영 누적 차시,2025,0,0,,EXCEL_2026_AH_COLUMN,2026,363
