source_sheet,source_excel_row,input_complete_flag,evidence_complete_flag,project_name,task_name,source_scope_name,source_level_name,indicator_name,unit,owner,target_2026,actual_2026,achievement_2026,note,source_weight,baseline_value,target_2025,target_2026_changed,target_2027,target_2028,target_2029,old_baseline,old_target_2025,old_target_2026,old_target_2027,old_target_2028,old_target_2029,prev_2025_target_check,actual_2025,target_match_check,actual_match_check,normalized_indicator_name,has_number_prefix,indicator_scope,is_regional_aggregate,source_level_confidence,indicator_id,indicator_level,parent_indicator_id,children_count,calculation_mode,formula_type
2026,77,O,X,1. 인력양성,1-4. 반도체 단독형,"지역 전체, 단위과제 자율",,05. 지역 내 4주 이상 8주 미만 표준현장실습 참여 학생 수,명,조은미,2,,0,,,1,1,2,3,4,5,,,,,,,1,0,False,False,지역 내 4주 이상 8주 미만 표준현장실습 참여 학생 수,True,CHUNGBUK,True,INFERRED,ind_ea41ba272e,CHILD,ind_72f7cadfb4,0,,DIRECT
2026,78,O,X,1. 인력양성,1-4. 반도체 단독형,"지역 전체, 단위과제 자율",,06. 지역 외 8주 이상 12주 미만 표준현장실습 참여 학생 수,명,조은미,5,,0,,,5,5,5,5,5,5,-,7,8,9,10,11,5,2,True,False,지역 외 8주 이상 12주 미만 표준현장실습 참여 학생 수,True,CHUNGBUK,True,INFERRED,ind_253ac25950,CHILD,ind_72f7cadfb4,0,,DIRECT
2026,79,O,X,1. 인력양성,1-4. 반도체 단독형,"지역 전체, 단위과제 자율",,06. 지역 내 8주 이상 12주 미만 표준현장실습 참여 학생 수,명,조은미,3,,0,,,2,2,3,4,5,6,,,,,,,2,2,False,False,지역 내 8주 이상 12주 미만 표준현장실습 참여 학생 수,True,CHUNGBUK,True,INFERRED,ind_d0718304f0,CHILD,ind_72f7cadfb4,0,,DIRECT
2026,80,O,X,1. 인력양성,1-4. 반도체 단독형,"지역 전체, 단위과제 자율",,07. 지역 외 12주 이상 표준현장실습 참여 학생 수,명,조은미,5,,0,,,5,5,5,5,5,5,-,8,9,10,11,12,5,14,True,False,지역 외 12주 이상 표준현장실습 참여 학생 수,True,CHUNGBUK,True,INFERRED,ind_c002216173,CHILD,ind_72f7cadfb4,0,,DIRECT
2026,81,O,X,1. 인력양성,1-4. 반도체 단독형,"지역 전체, 단위과제 자율",,07. 지역 내 12주 이상 표준현장실습 참여 학생 수,명,조은미,2,,0,,,1,1,2,3,4,5,,,,,,,1,2,False,False,지역 내 12주 이상 표준현장실습 참여 학생 수,True,CHUNGBUK,True,INFERRED,ind_ed38e2ce36,CHILD,ind_72f7cadfb4,0,,DIRECT
2026,82,O,X,1. 인력양성,1-4. 반도체 단독형,"지역 전체, 단위과제 자율",,08. 표준현장실습 참여자 중 실습기업 취업자 수,명,조은미,1,,0,,,-,1,1,2,2,3,-,1,1,2,2,3,1,,True,True,표준현장실습 참여자 중 실습기업 취업자 수,True,CHUNGBUK,True,INFERRED,ind_d2b94234dc,PARENT,,1,AUTO_FROM_CHILDREN,SUM
2026,83,O,X,1. 인력양성,1-4. 반도체 단독형,"지역 전체, 단위과제 자율",,(신규) 대학 전체 재학생 수,명,대학본부,7950,,,신규,,7950,7950,7950,7990,8030,8070,,,7950,7990,8030,8070,0,7950,False,False,대학 전체 재학생 수,False,CHUNGBUK,True,INFERRED,ind_b5b9c0a14b,CHILD,ind_d2b94234dc,0,,DIRECT
2026,84,O,X,1. 인력양성,1-4. 반도체 단독형,"지역 전체, 단위과제 자율",,09. 지역고교 출신 입학생 증가율,%,,0,,,,,,,,,,,,,,,,,,,False,True,지역고교 출신 입학생 증가율,True,CHUNGBUK,True,INFERRED,ind_635d965248,PARENT,,2,AUTO_FROM_CHILDREN,GROWTH_RATE
2026,85,O,X,1. 인력양성,1-4. 반도체 단독형,"지역 전체, 단위과제 자율",,10. 지역고교생 참여 프로그램 이수자 수,명,윤아롱,45,,0,,,37,40,45,50,55,60,-,40,45,50,55,60,40,57,False,False,지역고교생 참여 프로그램 이수자 수,True,CHUNGBUK,True,INFERRED,ind_958245e113,CHILD,ind_635d965248,0,,DIRECT
2026,86,O,X,1. 인력양성,1-4. 반도체 단독형,지역 전체,,11. 지역고교생 입학자 수,명,입학과,3,,0,,,2,2,3,4,5,6,-,2,3,4,5,6,2,,False,True,지역고교생 입학자 수,True,PROJECT,False,INFERRED,ind_0b5ce22be7,CHILD,ind_635d965248,0,,DIRECT
2026,87,O,X,1. 인력양성,1-4. 반도체 단독형,대학 자율,,01. 지산학연 특화 교수법 운영 실적,값,배하은,6.6,,0,,,2.2,4.4,6.6,8.8,11,13.2,2.2,4.4,6.6,8.8,11,13.2,4.4,0,False,False,지산학연 특화 교수법 운영 실적,True,UNIVERSITY,False,INFERRED,ind_795943b0e2,PARENT,,2,AUTO_FROM_CHILDREN,WEIGHTED_SUM
2026,88,O,X,1. 인력양성,1-4. 반도체 단독형,대학 자율,,특화 교수법 적용 교과 운영 건수,건,배하은,0,,#DIV/0!,,0.7,,,,,,,,,,,,,2,4,False,False,특화 교수법 적용 교과 운영 건수,False,UNIVERSITY,False,INFERRED,ind_6faf9fa577,CHILD,ind_795943b0e2,0,,DIRECT
2026,89,O,X,1. 인력양성,1-4. 반도체 단독형,대학 자율,,특화 교수법 적용 교과 이수 학생 수,명,배하은,0,,#DIV/0!,,0.3,,,,,,,,,,,,,10,105,False,False,특화 교수법 적용 교과 이수 학생 수,False,UNIVERSITY,False,INFERRED,ind_ecaae9eda5,CHILD,ind_795943b0e2,0,,DIRECT
2026,90,O,X,1. 인력양성,1-4. 반도체 단독형,대학 자율,,02. 교육과정 개발 실적,값,허소영,3.1,,0,,,0,1,3.1,5.5,7.2,9.6,0,1,3.1,5.5,7.2,9.6,1,0,False,False,교육과정 개발 실적,True,UNIVERSITY,False,INFERRED,ind_de1888c79f,PARENT,,2,AUTO_FROM_CHILDREN,WEIGHTED_SUM
2026,91,O,X,1. 인력양성,1-4. 반도체 단독형,대학 자율,,교육과정 관련 산관학협의체 운영 건수,건,허소영,0,,#DIV/0!,,1,,,,,,,,,,,,,1,3,False,False,교육과정 관련 산관학협의체 운영 건수,False,UNIVERSITY,False,INFERRED,ind_80a1dc6bea,CHILD,ind_de1888c79f,0,,DIRECT
2026,92,O,X,1. 인력양성,1-4. 반도체 단독형,대학 자율,,교과목 개편 및 개발 건수,건,허소영,0,,#DIV/0!,,2,,,,,,,,,,,,,0,11,True,False,교과목 개편 및 개발 건수,False,UNIVERSITY,False,INFERRED,ind_de814d7305,CHILD,ind_de1888c79f,0,,DIRECT
2026,93,O,X,1. 인력양성,1-4. 반도체 단독형,대학 자율,,03. 캡스톤디자인 이수학생 수,값,김민지,430,,0,,,420.5,421,430,440,450,460,420.5,421,430,440,450,460,421,0,False,False,캡스톤디자인 이수학생 수,True,UNIVERSITY,False,INFERRED,ind_4a61b68079,PARENT,,0,DIRECT_INPUT,DIRECT
2026,94,O,X,1. 인력양성,1-4. 반도체 단독형,대학 자율,,교수중심형 캡스톤디자인 이수학생 수,명,김민지,0,,#DIV/0!,,1,,,,,,,,,,,,,340,413,False,False,교수중심형 캡스톤디자인 이수학생 수,False,UNIVERSITY,False,INFERRED,ind_71b3b9bb6f,PARENT,,0,DIRECT_INPUT,DIRECT
2026,95,O,X,1. 인력양성,1-4. 반도체 단독형,대학 자율,,기업연계 기반 캡스톤디자인 이수학생 수,명,김민지,0,,#DIV/0!,,1.5,,,,,,,,,,,,,54,22,False,False,기업연계 기반 캡스톤디자인 이수학생 수,False,UNIVERSITY,False,INFERRED,ind_7a2d97d005,PARENT,,0,DIRECT_INPUT,DIRECT
2026,96,O,X,1. 인력양성,1-4. 반도체 단독형,대학 자율,,글로벌 기반 캡스톤디자인 이수학생 수,명,김민지,0,,,,2,,,,,,,,,,,,,0,0,True,False,글로벌 기반 캡스톤디자인 이수학생 수,False,UNIVERSITY,False,INFERRED,ind_5f5f789df6,PARENT,,0,DIRECT_INPUT,DIRECT
2026,97,,,1. 인력양성,2-1. 충주시,지역 전체,,01. 지역 정주 취업률,%,취업성공지원과,0,,,,,,,,,,,,,,,,,,,,,지역 정주 취업률,True,PROJECT,False,INFERRED,ind_5700e36bb2,PARENT,,2,AUTO_FROM_CHILDREN,RATIO
2026,98,,,1. 인력양성,2-1. 충주시,지역 전체,,02. 지역 내 취업자 수,명,취업성공지원과,152,,0,,,150,150,152,154,156,158,,,,,,,,,,,지역 내 취업자 수,True,PROJECT,False,INFERRED,ind_30c5a97f53,CHILD,ind_5700e36bb2,0,,DIRECT
2026,99,,,1. 인력양성,2-1. 충주시,지역 전체,,03. 지역 외(수도권 제외) 취업자 수,명,취업성공지원과,361,,0,,,360,360,361,362,363,364,,,,,,,,,,,지역 외(수도권 제외) 취업자 수,True,PROJECT,False,INFERRED,ind_19db8e7961,CHILD,ind_5700e36bb2,0,,DIRECT
2026,100,,,1. 인력양성,2-1. 충주시,지역 전체,,04. 지역 외 표준현장실습 참여 학생 증가율,%,조은미,0,,,,,,,,,,,,,,,,,,,,,지역 외 표준현장실습 참여 학생 증가율,True,PROJECT,False,INFERRED,ind_aba1607b3f,PARENT,,0,DIRECT_INPUT,DIRECT
2026,101,,,1. 인력양성,2-1. 충주시,지역 전체,,04. 지역 내 표준현장실습 참여 학생 증가율,%,조은미,0,,,,,,,,,,,,,,,,,,,,,지역 내 표준현장실습 참여 학생 증가율,True,PROJECT,False,INFERRED,ind_94caf10298,PARENT,,6,AUTO_FROM_CHILDREN,GROWTH_RATE
2026,102,,,1. 인력양성,2-1. 충주시,"지역 전체, 단위과제 자율",,05. 지역 외 4주 이상 8주 미만 표준현장실습 참여 학생 수,명,조은미,7,,0,,,7,7,7,7,7,7,,,,,,,,,,,지역 외 4주 이상 8주 미만 표준현장실습 참여 학생 수,True,CHUNGBUK,True,INFERRED,ind_38aa05c190,CHILD,ind_94caf10298,0,,DIRECT
2026,103,,,1. 인력양성,2-1. 충주시,"지역 전체, 단위과제 자율",,05. 지역 내 4주 이상 8주 미만 표준현장실습 참여 학생 수,명,조은미,3,,0,,,2,2,3,4,5,6,,,,,,,,,,,지역 내 4주 이상 8주 미만 표준현장실습 참여 학생 수,True,CHUNGBUK,True,INFERRED,ind_c004df1e7e,CHILD,ind_94caf10298,0,,DIRECT
2026,104,,,1. 인력양성,2-1. 충주시,"지역 전체, 단위과제 자율",,06. 지역 외 8주 이상 12주 미만 표준현장실습 참여 학생 수,명,조은미,23,,0,,,23,23,23,23,23,23,,,,,,,,,,,지역 외 8주 이상 12주 미만 표준현장실습 참여 학생 수,True,CHUNGBUK,True,INFERRED,ind_4b6783110c,CHILD,ind_94caf10298,0,,DIRECT
2026,105,,,1. 인력양성,2-1. 충주시,"지역 전체, 단위과제 자율",,06. 지역 내 8주 이상 12주 미만 표준현장실습 참여 학생 수,명,조은미,9,,0,,,8,8,9,10,11,12,,,,,,,,,,,지역 내 8주 이상 12주 미만 표준현장실습 참여 학생 수,True,CHUNGBUK,True,INFERRED,ind_6e381457e1,CHILD,ind_94caf10298,0,,DIRECT
2026,106,,,1. 인력양성,2-1. 충주시,"지역 전체, 단위과제 자율",,07. 지역 외 12주 이상 표준현장실습 참여 학생 수,명,조은미,22,,0,,,22,22,22,22,22,22,,,,,,,,,,,지역 외 12주 이상 표준현장실습 참여 학생 수,True,CHUNGBUK,True,INFERRED,ind_fdf498da2a,CHILD,ind_94caf10298,0,,DIRECT
2026,107,,,1. 인력양성,2-1. 충주시,"지역 전체, 단위과제 자율",,07. 지역 내 12주 이상 표준현장실습 참여 학생 수,명,조은미,9,,0,,,8,8,9,10,11,12,,,,,,,,,,,지역 내 12주 이상 표준현장실습 참여 학생 수,True,CHUNGBUK,True,INFERRED,ind_557b79eb0b,CHILD,ind_94caf10298,0,,DIRECT
2026,108,,,1. 인력양성,2-1. 충주시,"지역 전체, 단위과제 자율",,08. 표준현장실습 참여자 중 실습기업 취업자 수,명,조은미,1,,0,,,-,1,1,2,2,3,,,,,,,,,,,표준현장실습 참여자 중 실습기업 취업자 수,True,CHUNGBUK,True,INFERRED,ind_c6a7bb7d9b,PARENT,,1,AUTO_FROM_CHILDREN,SUM
2026,109,,,1. 인력양성,2-1. 충주시,"지역 전체, 단위과제 자율",,(신규) 대학 전체 재학생 수,명,대학본부,7950,,,신규,,7950,7950,7950,7990,8030,8070,,,,,,,,,,,대학 전체 재학생 수,False,CHUNGBUK,True,INFERRED,ind_5d93644893,CHILD,ind_c6a7bb7d9b,0,,DIRECT
2026,110,,,1. 인력양성,2-1. 충주시,"지역 전체, 단위과제 자율",,09. 지역고교 출신 입학생 증가율,%,,0,,,,,,,,,,,,,,,,,,,,,지역고교 출신 입학생 증가율,True,CHUNGBUK,True,INFERRED,ind_19445ac2a2,PARENT,,2,AUTO_FROM_CHILDREN,GROWTH_RATE
2026,111,,,1. 인력양성,2-1. 충주시,"지역 전체, 단위과제 자율",,10. 지역고교생 참여 프로그램 이수자 수,명,윤아롱,210,,0,,,195,200,210,220,230,240,,,,,,,,,,,지역고교생 참여 프로그램 이수자 수,True,CHUNGBUK,True,INFERRED,ind_07cf0e5504,CHILD,ind_19445ac2a2,0,,DIRECT
2026,112,,,1. 인력양성,2-1. 충주시,지역 전체,,11. 지역고교생 입학자 수,명,입학과,21,,0,,,20,20,21,22,23,24,,,,,,,,,,,지역고교생 입학자 수,True,PROJECT,False,INFERRED,ind_4730e72b07,CHILD,ind_19445ac2a2,0,,DIRECT
2026,113,,,1. 인력양성,2-1. 충주시,대학 자율,,01. 지역 정주형 취업역량 강화 실적,값,배하은,3495,,0,,,3329,3329,3495,3670,3850,4050,,,,,,,,,,,지역 정주형 취업역량 강화 실적,True,UNIVERSITY,False,INFERRED,ind_3345f8998b,PARENT,,2,AUTO_FROM_CHILDREN,WEIGHTED_SUM
2026,114,,,1. 인력양성,2-1. 충주시,대학 자율,,취업프로그램 이수학생 수,명,배하은,0,,#DIV/0!,,1,,,,,,,,,,,,,,,,,취업프로그램 이수학생 수,False,UNIVERSITY,False,INFERRED,ind_2f0374bd89,CHILD,ind_3345f8998b,0,,DIRECT
2026,115,,,1. 인력양성,2-1. 충주시,대학 자율,,지역 일자리 창출 관련 박람회 참여자 수,명,배하은,0,,#DIV/0!,,1,,,,,,,,,,,,,,,,,지역 일자리 창출 관련 박람회 참여자 수,False,UNIVERSITY,False,INFERRED,ind_86151ef491,CHILD,ind_3345f8998b,0,,DIRECT
2026,116,,,1. 인력양성,2-1. 충주시,대학 자율,,02. 시군특화 산업 인재양성 프로그램 실적,값,배하은,48.1,,0,,,37.4,43,48.1,52.5,56.9,62,,,,,,,,,,,시군특화 산업 인재양성 프로그램 실적,True,UNIVERSITY,False,INFERRED,ind_d3b27222a8,PARENT,,2,AUTO_FROM_CHILDREN,WEIGHTED_SUM
2026,117,,,1. 인력양성,2-1. 충주시,대학 자율,,시군특화 산업 관련 인재양성 프로그램 운영 건수,건,배하은,0,,#DIV/0!,,0.7,,,,,,,,,,,,,,,,,시군특화 산업 관련 인재양성 프로그램 운영 건수,False,UNIVERSITY,False,INFERRED,ind_168972d7cb,CHILD,ind_d3b27222a8,0,,DIRECT
2026,118,,,1. 인력양성,2-1. 충주시,대학 자율,,시군특화 산업 관련 인재 양성 프로그램 이수학생 수,명,배하은,0,,#DIV/0!,,0.3,,,,,,,,,,,,,,,,,시군특화 산업 관련 인재 양성 프로그램 이수학생 수,False,UNIVERSITY,False,INFERRED,ind_1b555ad315,CHILD,ind_d3b27222a8,0,,DIRECT
2026,119,,,1. 인력양성,2-1. 충주시,대학 자율,,03. 지산학연 공유·협업 기반의 포럼·세미나·교류회·업무협약 등 활동 실적,값,배하은,193.1,,0,,,183.2,183.2,193.1,201.8,212,222.2,,,,,,,,,,,지산학연 공유·협업 기반의 포럼·세미나·교류회·업무협약 등 활동 실적,True,UNIVERSITY,False,INFERRED,ind_a374eea002,PARENT,,3,AUTO_FROM_CHILDREN,WEIGHTED_SUM
2026,120,,,1. 인력양성,2-1. 충주시,대학 자율,,지산학연 공유･협업 기반의 포럼･세미나･교류회 개최 건수,건,배하은,0,,#DIV/0!,,0.5,,,,,,,,,,,,,,,,,지산학연 공유･협업 기반의 포럼･세미나･교류회 개최 건수,False,UNIVERSITY,False,INFERRED,ind_e1f28e6e5c,CHILD,ind_a374eea002,0,,DIRECT
2026,121,,,1. 인력양성,2-1. 충주시,대학 자율,,지산학연 공유･협업 기반의 포럼･세미나･교류회 참여자 수,명,배하은,0,,#DIV/0!,,0.3,,,,,,,,,,,,,,,,,지산학연 공유･협업 기반의 포럼･세미나･교류회 참여자 수,False,UNIVERSITY,False,INFERRED,ind_662fbccaca,CHILD,ind_a374eea002,0,,DIRECT
2026,122,,,1. 인력양성,2-1. 충주시,대학 자율,,지산학연 공유･협업 기반의 업무협약 건수,건,배하은,0,,#DIV/0!,,0.2,,,,,,,,,,,,,,,,,지산학연 공유･협업 기반의 업무협약 건수,False,UNIVERSITY,False,INFERRED,ind_bec07254c3,CHILD,ind_a374eea002,0,,DIRECT
2026,123,,,1. 인력양성,2-2. 증평군,지역 전체,,01. 지역 정주 취업률,%,취업성공지원과,0,,,,,,,,,,,,,,,,,,,,,지역 정주 취업률,True,PROJECT,False,INFERRED,ind_097f532923,PARENT,,2,AUTO_FROM_CHILDREN,RATIO
2026,124,,,1. 인력양성,2-2. 증평군,지역 전체,,02. 지역 내 취업자 수,명,취업성공지원과,23,,0,,,22,22,23,24,25,26,,,,,,,,,,,지역 내 취업자 수,True,PROJECT,False,INFERRED,ind_ca264ae355,CHILD,ind_097f532923,0,,DIRECT
2026,125,,,1. 인력양성,2-2. 증평군,지역 전체,,03. 지역 외(수도권 제외) 취업자 수,명,취업성공지원과,54,,0,,,53,53,54,55,56,57,,,,,,,,,,,지역 외(수도권 제외) 취업자 수,True,PROJECT,False,INFERRED,ind_2baa0627b1,CHILD,ind_097f532923,0,,DIRECT
2026,126,,,1. 인력양성,2-2. 증평군,"지역 전체, 단위과제 자율",,04. 지역 외 표준현장실습 참여 학생 증가율,%,조은미,0,,,,,,,,,,,,,,,,,,,,,지역 외 표준현장실습 참여 학생 증가율,True,CHUNGBUK,True,INFERRED,ind_7315a18593,PARENT,,0,DIRECT_INPUT,DIRECT
2026,127,,,1. 인력양성,2-2. 증평군,"지역 전체, 단위과제 자율",,04. 지역 내 표준현장실습 참여 학생 증가율,%,조은미,0,,,,,,,,,,,,,,,,,,,,,지역 내 표준현장실습 참여 학생 증가율,True,CHUNGBUK,True,INFERRED,ind_05fb79b00b,PARENT,,6,AUTO_FROM_CHILDREN,GROWTH_RATE
2026,128,,,1. 인력양성,2-2. 증평군,"지역 전체, 단위과제 자율",,05. 지역 외 4주 이상 8주 미만 표준현장실습 참여 학생 수,명,조은미,1,,0,,,1,1,1,1,1,1,,,,,,,,,,,지역 외 4주 이상 8주 미만 표준현장실습 참여 학생 수,True,CHUNGBUK,True,INFERRED,ind_c07e9cea98,CHILD,ind_05fb79b00b,0,,DIRECT
2026,129,,,1. 인력양성,2-2. 증평군,"지역 전체, 단위과제 자율",,05. 지역 내 4주 이상 8주 미만 표준현장실습 참여 학생 수,명,조은미,2,,0,,,1,1,2,3,4,5,,,,,,,,,,,지역 내 4주 이상 8주 미만 표준현장실습 참여 학생 수,True,CHUNGBUK,True,INFERRED,ind_0417250b7a,CHILD,ind_05fb79b00b,0,,DIRECT
2026,130,,,1. 인력양성,2-2. 증평군,"지역 전체, 단위과제 자율",,06. 지역 외 8주 이상 12주 미만 표준현장실습 참여 학생 수,명,조은미,5,,0,,,5,5,5,5,5,5,,,,,,,,,,,지역 외 8주 이상 12주 미만 표준현장실습 참여 학생 수,True,CHUNGBUK,True,INFERRED,ind_523ebc0949,CHILD,ind_05fb79b00b,0,,DIRECT
2026,131,,,1. 인력양성,2-2. 증평군,"지역 전체, 단위과제 자율",,06. 지역 내 8주 이상 12주 미만 표준현장실습 참여 학생 수,명,조은미,2,,0,,,1,1,2,3,4,5,,,,,,,,,,,지역 내 8주 이상 12주 미만 표준현장실습 참여 학생 수,True,CHUNGBUK,True,INFERRED,ind_b881da94d7,CHILD,ind_05fb79b00b,0,,DIRECT
2026,132,,,1. 인력양성,2-2. 증평군,"지역 전체, 단위과제 자율",,07. 지역 외 12주 이상 표준현장실습 참여 학생 수,명,조은미,5,,0,,,5,5,5,5,5,5,,,,,,,,,,,지역 외 12주 이상 표준현장실습 참여 학생 수,True,CHUNGBUK,True,INFERRED,ind_cc950d9bb8,CHILD,ind_05fb79b00b,0,,DIRECT
2026,133,,,1. 인력양성,2-2. 증평군,"지역 전체, 단위과제 자율",,07. 지역 내 12주 이상 표준현장실습 참여 학생 수,명,조은미,2,,0,,,1,1,2,3,4,5,,,,,,,,,,,지역 내 12주 이상 표준현장실습 참여 학생 수,True,CHUNGBUK,True,INFERRED,ind_c690eb2bee,CHILD,ind_05fb79b00b,0,,DIRECT
2026,134,,,1. 인력양성,2-2. 증평군,"지역 전체, 단위과제 자율",,08. 표준현장실습 참여자 중 실습기업 취업자 수,명,조은미,1,,0,,,-,1,1,2,2,3,,,,,,,,,,,표준현장실습 참여자 중 실습기업 취업자 수,True,CHUNGBUK,True,INFERRED,ind_cd768dd4e6,PARENT,,1,AUTO_FROM_CHILDREN,SUM
2026,135,,,1. 인력양성,2-2. 증평군,"지역 전체, 단위과제 자율",,(신규) 대학 전체 재학생 수,명,대학본부,7950,,,신규,,7950,7950,7950,7990,8030,8070,,,,,,,,,,,대학 전체 재학생 수,False,CHUNGBUK,True,INFERRED,ind_f505e21427,CHILD,ind_cd768dd4e6,0,,DIRECT
2026,136,,,1. 인력양성,2-2. 증평군,"지역 전체, 단위과제 자율",,09. 지역고교 출신 입학생 증가율,%,대학본부,0,,,,,,,,,,,,,,,,,,,,,지역고교 출신 입학생 증가율,True,CHUNGBUK,True,INFERRED,ind_6495c6bc40,PARENT,,2,AUTO_FROM_CHILDREN,GROWTH_RATE
2026,137,,,1. 인력양성,2-2. 증평군,"지역 전체, 단위과제 자율",,10. 지역고교생 참여 프로그램 이수자 수,명,윤아롱,110,,0,,,94,100,110,120,130,140,,,,,,,,,,,지역고교생 참여 프로그램 이수자 수,True,CHUNGBUK,True,INFERRED,ind_8eef0310be,CHILD,ind_6495c6bc40,0,,DIRECT
2026,138,,,1. 인력양성,2-2. 증평군,지역 전체,,11. 지역고교생 입학자 수,명,입학과,11,,0,,,10,10,11,12,13,14,,,,,,,,,,,지역고교생 입학자 수,True,PROJECT,False,INFERRED,ind_ec1d539117,CHILD,ind_6495c6bc40,0,,DIRECT
2026,139,,,1. 인력양성,2-2. 증평군,대학 자율,,01. 지역 정주형 취업역량 강화 실적,값,김지연,1020,,0,,,969,969,1020,1070,1120,1180,,,,,,,,,,,지역 정주형 취업역량 강화 실적,True,UNIVERSITY,False,INFERRED,ind_fcca3fe833,PARENT,,2,AUTO_FROM_CHILDREN,WEIGHTED_SUM
2026,140,,,1. 인력양성,2-2. 증평군,대학 자율,,취업프로그램 이수학생 수,명,김지연,0,,,,1,,,,,,,,,,,,,,,,,취업프로그램 이수학생 수,False,UNIVERSITY,False,INFERRED,ind_5cf8e75c71,CHILD,ind_fcca3fe833,0,,DIRECT
2026,141,,,1. 인력양성,2-2. 증평군,대학 자율,,지역 일자리 창출 관련 박람회 참여자 수,명,김지연,0,,,,1,,,,,,,,,,,,,,,,,지역 일자리 창출 관련 박람회 참여자 수,False,UNIVERSITY,False,INFERRED,ind_d91b484e5f,CHILD,ind_fcca3fe833,0,,DIRECT
2026,142,,,1. 인력양성,2-2. 증평군,대학 자율,,02. 시군특화 산업 인재양성 프로그램 실적,값,김지연,24.5,,0,,,3.7,20.1,24.5,28.9,33.3,37.7,,,,,,,,,,,시군특화 산업 인재양성 프로그램 실적,True,UNIVERSITY,False,INFERRED,ind_67f1003083,PARENT,,2,AUTO_FROM_CHILDREN,WEIGHTED_SUM
2026,143,,,1. 인력양성,2-2. 증평군,대학 자율,,시군특화 산업 관련 인재양성 프로그램 운영 건수,건,김지연,0,,,,0.7,,,,,,,,,,,,,,,,,시군특화 산업 관련 인재양성 프로그램 운영 건수,False,UNIVERSITY,False,INFERRED,ind_f686038618,CHILD,ind_67f1003083,0,,DIRECT
2026,144,,,1. 인력양성,2-2. 증평군,대학 자율,,시군특화 산업 관련 인재 양성 프로그램 이수학생 수,명,김지연,0,,,,0.3,,,,,,,,,,,,,,,,,시군특화 산업 관련 인재 양성 프로그램 이수학생 수,False,UNIVERSITY,False,INFERRED,ind_9cd2cf8861,CHILD,ind_67f1003083,0,,DIRECT
2026,145,,,1. 인력양성,2-2. 증평군,대학 자율,,03. 지산학연 공유·협업 기반의 포럼·세미나·교류회·업무협약 등 활동 실적,값,김지연,46.7,,0,,,37.9,37.9,46.7,53.9,60.9,68.1,,,,,,,,,,,지산학연 공유·협업 기반의 포럼·세미나·교류회·업무협약 등 활동 실적,True,UNIVERSITY,False,INFERRED,ind_66c19ba4c4,PARENT,,3,AUTO_FROM_CHILDREN,WEIGHTED_SUM
2026,146,,,1. 인력양성,2-2. 증평군,대학 자율,,지산학연 공유･협업 기반의 포럼･세미나･교류회 개최 건수,건,김지연,0,,,,0.5,,,,,,,,,,,,,,,,,지산학연 공유･협업 기반의 포럼･세미나･교류회 개최 건수,False,UNIVERSITY,False,INFERRED,ind_0bd2116404,CHILD,ind_66c19ba4c4,0,,DIRECT
2026,147,,,1. 인력양성,2-2. 증평군,대학 자율,,지산학연 공유･협업 기반의 포럼･세미나･교류회 참여자 수,명,김지연,0,,,,0.3,,,,,,,,,,,,,,,,,지산학연 공유･협업 기반의 포럼･세미나･교류회 참여자 수,False,UNIVERSITY,False,INFERRED,ind_615442abd9,CHILD,ind_66c19ba4c4,0,,DIRECT
2026,148,,,1. 인력양성,2-2. 증평군,대학 자율,,지산학연 공유･협업 기반의 업무협약 건수,건,김지연,0,,,,0.2,,,,,,,,,,,,,,,,,지산학연 공유･협업 기반의 업무협약 건수,False,UNIVERSITY,False,INFERRED,ind_1e16669738,CHILD,ind_66c19ba4c4,0,,DIRECT
2026,149,O,X,1. 인력양성,2-3. 오송철도 클러스터,지역 전체,,01. 지역 정주 취업률,%,취업성공지원과,0,,,,,,,,,,,,,,,,,,,False,True,지역 정주 취업률,True,PROJECT,False,INFERRED,ind_973a5dff11,PARENT,,2,AUTO_FROM_CHILDREN,RATIO
2026,150,O,X,1. 인력양성,2-3. 오송철도 클러스터,지역 전체,,02. 지역 내 취업자 수,명,취업성공지원과,6,,0,,,5,5,6,7,8,9,-,5,6,7,8,9,5,52,False,False,지역 내 취업자 수,True,PROJECT,False,INFERRED,ind_d959a7a011,CHILD,ind_973a5dff11,0,,DIRECT
2026,151,O,X,1. 인력양성,2-3. 오송철도 클러스터,지역 전체,,03. 지역 외(수도권 제외) 취업자 수,명,취업성공지원과,13,,0,,,12,12,13,14,15,16,-,12,13,14,15,16,12,63,False,False,지역 외(수도권 제외) 취업자 수,True,PROJECT,False,INFERRED,ind_bef4add149,CHILD,ind_973a5dff11,0,,DIRECT
2026,152,O,X,1. 인력양성,2-3. 오송철도 클러스터,"지역 전체, 단위과제 자율",,04. 지역 외 표준현장실습 참여 학생 증가율,%,조은미,0,,,,,,,,,,,,,,,,,,,False,True,지역 외 표준현장실습 참여 학생 증가율,True,CHUNGBUK,True,INFERRED,ind_ea8788c244,PARENT,,0,DIRECT_INPUT,DIRECT
2026,153,O,X,1. 인력양성,2-3. 오송철도 클러스터,"지역 전체, 단위과제 자율",,04. 지역 내 표준현장실습 참여 학생 증가율,%,조은미,0,,,,,,,,,,,,,,,,,,,False,True,지역 내 표준현장실습 참여 학생 증가율,True,CHUNGBUK,True,INFERRED,ind_d40a48d011,PARENT,,6,AUTO_FROM_CHILDREN,GROWTH_RATE
